"Line Probe 2: Centroid[Y] (m)","Line Probe 2: Velocity[i] (m/s)"
0.01500000015603335,1.1156690423982518
0.01500000015603335,1.1156690423982518
0.01500000015603335,1.1156690423982518
0.01500000015603335,1.1156690423982518
0.04500000030922614,1.1151718918622624
0.04500000030922614,1.1151718918622624
0.07500000030333354,1.114172807470696
0.07500000030333354,1.114172807470696
0.07500000030333354,1.114172807470696
0.10500000029743738,1.1126628382818586
0.10500000029743738,1.1126628382818586
0.10500000029743738,1.1126628382818586
0.13500000027399958,1.110629947272624
0.13500000027399958,1.110629947272624
0.13500000027399958,1.110629947272624
0.13500000027399958,1.110629947272624
0.16500000024573433,1.1080603580325306
0.16500000024573433,1.1080603580325306
0.1950000002571119,1.1049398894935
0.1950000002571119,1.1049398894935
0.1950000002571119,1.1049398894935
0.2250000002738655,1.1012550103996042
0.2250000002738655,1.1012550103996042
0.2250000002738655,1.1012550103996042
0.2250000002738655,1.1012550103996042
0.2550000002520234,1.0969934150780831
0.2550000002520234,1.0969934150780831
0.2550000002520234,1.0969934150780831
0.285000000225507,1.0921440316736253
0.285000000225507,1.0921440316736253
0.31500000021519303,1.0866964861508381
0.31500000021519303,1.0866964861508381
0.31500000021519303,1.0866964861508381
0.34500000022869876,1.0806401268127108
0.34500000022869876,1.0806401268127108
0.34500000022869876,1.0806401268127108
0.375000000230036,1.073962744410881
0.375000000230036,1.073962744410881
0.375000000230036,1.073962744410881
0.375000000230036,1.073962744410881
0.40500000020527677,1.0666491087289764
0.40500000020527677,1.0666491087289764
0.4350000002133537,1.0586793965854135
0.4350000002133537,1.0586793965854135
0.4350000002133537,1.0586793965854135
0.46500000022671073,1.05002752890416
0.46500000022671073,1.05002752890416
0.46500000022671073,1.05002752890416
0.49500000022082014,1.0406593771812096
0.49500000022082014,1.0406593771812096
0.49500000022082014,1.0406593771812096
0.5250000002149271,1.0305307492240614
0.5250000002149271,1.0305307492240614
0.5250000002149271,1.0305307492240614
0.5250000002149271,1.0305307492240614
0.5550000001941663,1.0195850174815129
0.5550000001941663,1.0195850174815129
0.5550000001941663,1.0195850174815129
0.5850000001746011,1.0077502061397376
0.5850000001746011,1.0077502061397376
0.6150000001839471,0.994935304942407
0.6150000001839471,0.994935304942407
0.6150000001839471,0.994935304942407
0.6450000001913501,0.9810255228908453
0.6450000001913501,0.9810255228908453
0.6450000001913501,0.9810255228908453
0.6750000001854564,0.9658761559671535
0.6750000001854564,0.9658761559671535
0.6750000001854564,0.9658761559671535
0.6750000001854564,0.9658761559671535
0.7050000001695781,0.9493048088661874
0.7050000001695781,0.9493048088661874
0.7350000001617272,0.931082013525209
0.7350000001617272,0.931082013525209
0.7350000001617272,0.931082013525209
0.7350000001617272,0.931082013525209
0.8750000000856767,0.8309073541547204
0.8750000000856767,0.8309073541547204
0.8750000000856767,0.8309073541547204
0.8750000000856767,0.8309073541547204
0.8750000000856767,0.8309073541547204
0.8750000000856767,0.8309073541547204
0.8750000000856767,0.8309073541547204
0.8750000000856767,0.8309073541547204
0.8750000000856767,0.8309073541547204
0.8750000000856767,0.8309073541547204
0.8750000000856767,0.8309073541547204
0.8750000000856767,0.8309073541547204
0.8750000000856767,0.8309073541547204
0.8750000000856767,0.8309073541547204
0.8750000000856767,0.8309073541547204
0.8750000000856767,0.8309073541547204
0.8750000000856767,0.8309073541547204
0.8750000000856767,0.8309073541547204
0.8750000000856767,0.8309073541547204
0.8750000000856767,0.8309073541547204
0.8750000000856767,0.8309073541547204
0.8750000000856767,0.8309073541547204
0.8750000000856767,0.8309073541547204
0.8750000000856767,0.8309073541547204
0.8750000000856767,0.8309073541547204
